Date,rGoog,rGoog_ex,rf,rM_ex,rSmB,rHmL
2009-01-30,0.10037377998830421,0.10037377998830421,0,-0.0812,7.000000000000001e-4,-0.11289999999999999
2009-02-27,-0.0015950622215402666,-0.0016950622215402666,1e-4,-0.10099999999999999,5e-4,-0.0695
2009-03-31,0.029793671970375746,0.029593671970375747,2e-4,0.0895,3e-4,0.0347
2009-04-30,0.13764876849779561,0.13754876849779563,1e-4,0.1018,0.054000000000000006,0.0536
2009-05-29,0.05369090973247159,0.05369090973247159,0,0.0521,-0.0252,0.0028000000000000004
2009-06-30,0.010449874944655768,0.010349874944655769,1e-4,0.0043,0.0263,-0.0273
2009-07-31,0.05090257582764535,0.050802575827645344,1e-4,0.07719999999999999,0.0187,0.0483
2009-08-31,0.04202679338233484,0.041926793382334834,1e-4,0.0333,-0.0108,0.07629999999999999
2009-09-30,0.07403556069625572,0.07393556069625572,1e-4,0.0408,0.024300000000000002,0.0105
2009-10-30,0.08121411577155846,0.08121411577155846,0,-0.0259,-0.0435,-0.0421
2009-11-30,0.08744307437682308,0.08744307437682308,0,0.0556,-0.024,-0.0034000000000000002
2009-12-31,0.06343055470331649,0.06333055470331649,1e-4,0.0275,0.0605,-0.0017000000000000001
2010-01-29,-0.14523047806962752,-0.14523047806962752,0,-0.0336,0.004,0.0043
2010-02-26,-0.005925209487032568,-0.005925209487032568,0,0.034,0.011899999999999999,0.0323
2010-03-31,0.07653759444912756,0.07643759444912755,1e-4,0.06309999999999999,0.0148,0.022099999999999998
2010-04-30,-0.07303567504440345,-0.07313567504440345,1e-4,0.02,0.0487,0.028900000000000002
2010-05-28,-0.07622223768375913,-0.07632223768375913,1e-4,-0.0789,9e-4,-0.024399999999999998
2010-06-30,-0.08376745796112972,-0.08386745796112972,1e-4,-0.0557,-0.0182,-0.047
2010-07-30,0.08967299034461629,0.08957299034461629,1e-4,0.0693,0.002,-0.0031
2010-08-31,-0.07183661855851775,-0.07193661855851775,1e-4,-0.04769999999999999,-0.03,-0.019
2010-09-30,0.16837025654129256,0.16827025654129257,1e-4,0.09539999999999998,0.039599999999999996,-0.0316
2010-10-29,0.16719602763174146,0.16709602763174147,1e-4,0.0388,0.011399999999999999,-0.024300000000000002
2010-11-30,-0.09449240693959848,-0.09459240693959849,1e-4,0.006,0.0377,-0.0096
2010-12-31,0.06884884629009269,0.06874884629009269,1e-4,0.0682,0.0073,0.037000000000000005
2011-01-31,0.010758156170703748,0.010658156170703748,1e-4,0.0199,-0.025,0.0083
2011-02-28,0.021720258199166453,0.021620258199166454,1e-4,0.0349,0.015300000000000001,0.0127
2011-03-31,-0.043430063422359444,-0.04353006342235945,1e-4,0.0046,0.0254,-0.0183
2011-04-29,-0.0727043150158797,-0.0727043150158797,0,0.028999999999999998,-0.0038,-0.024300000000000002
2011-05-31,-0.027715479343743077,-0.027715479343743077,0,-0.0127,-0.0059,-0.0212
2011-06-30,-0.04279615695463457,-0.04279615695463457,0,-0.0175,-0.0012,-0.0042
2011-07-29,0.1921679804976537,0.1921679804976537,0,-0.0235,-0.0126,-0.009000000000000001
2011-08-31,-0.10391096185048421,-0.10401096185048421,1e-4,-0.0599,-0.0305,-0.0236
2011-09-30,-0.04791480282254834,-0.04791480282254834,0,-0.0759,-0.0331,-0.0172
2011-10-31,0.1506678636392904,0.1506678636392904,0,0.11349999999999999,0.032799999999999996,0.001
2011-11-30,0.01138972457421139,0.01138972457421139,0,-0.0028000000000000004,-0.0016,-0.0046
2011-12-30,0.07759548946790273,0.07759548946790273,0,0.0074,-0.0059,0.0163
2012-01-31,-0.10185781242229841,-0.10185781242229841,0,0.050499999999999996,0.0204,-0.0097
2012-02-29,0.06574619411038851,0.06574619411038851,0,0.044199999999999996,-0.018500000000000003,0.0043
2012-03-30,0.03718555527334977,0.03718555527334977,0,0.0311,-0.0064,0.011399999999999999
2012-04-30,-0.05674943848703051,-0.05674943848703051,0,-0.0085,-0.0042,-0.0078000000000000005
2012-05-31,-0.03966270207808498,-0.03976270207808498,1e-4,-0.061900000000000004,7.000000000000001e-4,-0.010700000000000001
2012-06-29,-0.0013600351635032482,-0.0013600351635032482,0,0.038900000000000004,0.0067,0.0062
2012-07-31,0.09119585769176708,0.09119585769176708,0,0.0079,-0.0274,-2e-4
2012-08-31,0.08234202283288261,0.08224202283288261,1e-4,0.0255,0.004699999999999999,0.013000000000000001
2012-09-28,0.10131514473788839,0.10121514473788838,1e-4,0.0273,0.005,0.016
2012-10-31,-0.09834322075229307,-0.09844322075229307,1e-4,-0.0176,-0.0115,0.0359
2012-11-30,0.026561746875337633,0.026461746875337634,1e-4,0.0078000000000000005,0.0063,-0.0084
2012-12-31,0.012901478453584136,0.012801478453584137,1e-4,0.0118,0.0148,0.0351
2013-01-31,0.06829421319522666,0.06829421319522666,0,0.0557,0.0033,0.0096
2013-02-28,0.06022309035724227,0.06022309035724227,0,0.0129,-0.0027,0.0011
2013-03-28,-0.008749347663832174,-0.008749347663832174,0,0.0403,0.008100000000000001,-0.0019
2013-04-30,0.03825282004743347,0.03825282004743347,0,0.0155,-0.023700000000000002,0.0045000000000000005
2013-05-31,0.05657489741455923,0.05657489741455923,0,0.027999999999999997,0.017,0.0263
2013-06-28,0.010502523945045805,0.010502523945045805,0,-0.012,0.013300000000000001,3e-4
2013-07-31,0.008382837991831371,0.008382837991831371,0,0.0565,0.0187,0.005699999999999999
2013-08-30,-0.04601514585223043,-0.04601514585223043,0,-0.0271,0.0027,-0.0269
2013-09-30,0.034254256430566565,0.034254256430566565,0,0.0377,0.0288,-0.012199999999999999
2013-10-31,0.1765821443614468,0.1765821443614468,0,0.0418,-0.015300000000000001,0.0125
2013-11-29,0.02814920776371177,0.02814920776371177,0,0.0313,0.0129,0.0032
2013-12-31,0.05768264743160234,0.05768264743160234,0,0.0281,-0.0046,-2e-4
2014-01-31,0.05376954582367777,0.05376954582367777,0,-0.0332,0.0089,-0.0207
2014-02-28,0.029365642211191867,0.029365642211191867,0,0.04650000000000001,0.0034999999999999996,-0.0031
2014-03-31,-0.08275083484541679,-0.08275083484541679,0,0.0043,-0.0181,0.0493
2014-04-30,-0.05441946351413862,-0.05441946351413862,0,-0.0019,-0.04190000000000001,0.011699999999999999
2014-05-30,0.06309578118038606,0.06309578118038606,0,0.0206,-0.018799999999999997,-0.0013
2014-06-30,0.02748757318435535,0.02748757318435535,0,0.026099999999999998,0.030899999999999997,-0.006999999999999999
2014-07-31,-0.00639698191885818,-0.00639698191885818,0,-0.0204,-0.0429,3e-4
2014-08-29,0,0,0,0.0424,0.004,-0.0045000000000000005
2014-09-30,0.010077031418459947,0.010077031418459947,0,-0.0197,-0.0371,-0.0134
2014-10-31,-0.03166137297074978,-0.03166137297074978,0,0.0252,0.0421,-0.0181
2014-11-28,-0.030854243474531584,-0.030854243474531584,0,0.0255,-0.0206,-0.030899999999999997
2014-12-31,-0.028477579792876573,-0.028477579792876573,0,-6e-4,0.024900000000000002,0.0227
2015-01-30,0.015425517648320897,0.015425517648320897,0,-0.0311,-0.005600000000000001,-0.0358
2015-02-27,0.04467560360583178,0.04467560360583178,0,0.0613,0.0063,-0.018600000000000002
2015-03-31,-0.01862459732602384,-0.01862459732602384,0,-0.011200000000000002,0.0304,-0.0037
2015-04-30,-0.0167604514257651,-0.0167604514257651,0,0.0059,-0.030600000000000002,0.0182
2015-05-29,-0.009733203940402557,-0.009733203940402557,0,0.013600000000000001,0.009300000000000001,-0.011399999999999999
2015-06-30,-0.02180000457800091,-0.02180000457800091,0,-0.015300000000000001,0.0291,-0.0079
2015-07-31,0.2019173964733587,0.2019173964733587,0,0.0154,-0.0417,-0.041299999999999996
2015-08-31,-0.011764517830597288,-0.011764517830597288,0,-0.0604,0.0033,0.0277
2015-09-30,-0.01589971694298431,-0.01589971694298431,0,-0.030699999999999998,-0.0262,0.005600000000000001
2015-10-30,0.16828838631208698,0.16828838631208698,0,0.0775,-0.018799999999999997,-0.0046
2015-11-30,0.04472362390164397,0.04472362390164397,0,0.005600000000000001,0.036000000000000004,-0.0042
2015-12-31,0.02192294581408727,0.02182294581408727,1e-4,-0.0217,-0.028399999999999998,-0.026099999999999998
2016-01-29,-0.020991487455197078,-0.021091487455197077,1e-4,-0.057699999999999994,-0.0342,0.0209
2016-02-29,-0.060811604032885325,-0.061011604032885323,2e-4,-7.000000000000001e-4,0.0073,-0.005699999999999999
2016-03-31,0.06761543201914666,0.06741543201914665,2e-4,0.0696,0.008199999999999999,0.011899999999999999
2016-04-29,-0.06972279831605355,-0.06982279831605355,1e-4,0.0091,0.0076,0.032799999999999996
2016-05-31,0.061629642815265395,0.06152964281526539,1e-4,0.0178,-0.0017000000000000001,-0.0166
2016-06-30,-0.05928883431981824,-0.05948883431981824,2e-4,-5e-4,0.0060999999999999995,-0.0148
2016-07-29,0.11080765785291158,0.11060765785291157,2e-4,0.0395,0.024900000000000002,-0.0132
2016-08-31,-0.0022632448981710906,-0.0024632448981710907,2e-4,0.0049,0.0115,0.0318
2016-09-30,0.013349768245883187,0.013149768245883186,2e-4,0.0025,0.0212,-0.0124
2016-10-31,0.009327355778530944,0.009127355778530943,2e-4,-0.0202,-0.044000000000000004,0.0409
2016-11-30,-0.033777779749208925,-0.03387777974920893,1e-4,0.048600000000000004,0.0571,0.0821
2016-12-30,0.018178460239565153,0.01787846023956515,3e-4,0.0181,0.001,0.0353
2017-01-31,0.032352102821901374,0.031952102821901376,4e-4,0.0194,-0.011899999999999999,-0.0275
2017-02-28,0.0331580466622321,0.0327580466622321,4e-4,0.035699999999999996,-0.020499999999999997,-0.0167
2017-03-31,0.007713730396861074,0.007413730396861074,3e-4,0.0017000000000000001,0.011399999999999999,-0.0335
2017-04-28,0.09209698895566354,0.09159698895566354,5e-4,0.0109,0.0073,-0.0213
2017-05-31,0.06501390789880346,0.06441390789880345,6e-4,0.0106,-0.025699999999999997,-0.0378
2017-06-30,-0.058174222166946565,-0.05877422216694657,6e-4,0.0078000000000000005,0.0225,0.0148
2017-07-31,0.02395653221624605,0.023256532216246052,7.000000000000001e-4,0.0187,-0.0151,-0.0031
2017-08-31,0.00948945687310232,0.00858945687310232,9e-4,0.0016,-0.0167,-0.0209
2017-09-29,0.021057626628716797,0.020157626628716795,9e-4,0.025099999999999997,0.0447,0.031400000000000004
2017-10-31,0.05998266893337911,0.059082668933379115,9e-4,0.0225,-0.0194,0.002
2017-11-30,0.004691886908013032,0.003891886908013032,8e-4,0.031200000000000002,-0.0055000000000000005,-3e-4
2017-12-29,0.0244661991651971,0.0235661991651971,9e-4,0.0106,-0.0132,6e-4
2018-01-31,0.11806196483180442,0.11686196483180442,0.0012,0.0557,-0.0313,-0.0129
2018-02-28,-0.05573793337306421,-0.056837933373064205,0.0011,-0.0365,0.0025,-0.0104
2018-03-29,-0.06602518262380852,-0.06712518262380852,0.0011,-0.0235,0.0406,-0.0021
2018-04-30,-0.014014460306845389,-0.015414460306845389,0.0014000000000000002,0.0028000000000000004,0.0113,0.0054
2018-05-31,0.06650740533538957,0.06510740533538957,0.0014000000000000002,0.0265,0.0525,-0.032
2018-06-29,0.02825834339487021,0.026858343394870213,0.0014000000000000002,0.0048,0.011399999999999999,-0.023399999999999997
2018-07-31,0.09107691317031485,0.08947691317031485,0.0016,0.0319,-0.0222,0.004699999999999999
2018-08-31,7.64027418366231e-4,-8.359725816337691e-4,0.0016,0.0344,0.011399999999999999,-0.0394
2018-09-28,-0.020292401021187234,-0.021792401021187235,0.0015,6e-4,-0.0227,-0.017
2018-10-31,-0.09778208082314588,-0.09968208082314588,0.0019,-0.0768,-0.0478,0.034
2018-11-30,0.01640088382104099,0.01460088382104099,0.0018,0.0169,-0.0068000000000000005,0.003
2018-12-31,-0.05374489003408167,-0.05574489003408167,0.002,-0.09570000000000001,-0.023799999999999998,-0.0184
2019-01-31,0.07798306462824933,0.07588306462824933,0.0021,0.084,0.028999999999999998,-0.0046
2019-02-28,0.0031798954973729643,0.0013798954973729643,0.0018,0.034,0.020499999999999997,-0.026699999999999998
2019-03-29,0.047673103352850354,0.045773103352850356,0.0019,0.011000000000000001,-0.0305,-0.0417
2019-04-30,0.01292921712200168,0.01082921712200168,0.0021,0.0397,-0.0174,0.0215
2019-05-31,-0.0713937298061389,-0.0734937298061389,0.0021,-0.0694,-0.0132,-0.023700000000000002
2019-06-28,-0.020586555649747762,-0.02238655564974776,0.0018,0.0693,0.0029,-0.0070999999999999995
2019-07-31,0.12560708567384582,0.12370708567384582,0.0019,0.011899999999999999,-0.019299999999999998,0.0048
2019-08-30,-0.02349016997074016,-0.02509016997074016,0.0016,-0.0258,-0.023799999999999998,-0.0478
2019-09-30,0.026007945896943774,0.024207945896943774,0.0018,0.0143,-0.0096,0.0675
2019-10-31,0.033724363679666025,0.03212436367966603,0.0016,0.0206,0.0029,-0.0191
2019-11-29,0.03559213028081465,0.03439213028081465,0.0012,0.0387,0.0077,-0.0202
2019-12-31,0.024567756489582093,0.023167756489582095,0.0014000000000000002,0.0277,0.0073,0.0175
2020-01-31,0.07270652862953497,0.07140652862953498,0.0013,-0.0011,-0.0311,-0.0625
2020-02-28,-0.06616794890169775,-0.06736794890169776,0.0012,-0.08130000000000001,0.010700000000000001,-0.0381
2020-03-31,-0.13179724387264147,-0.13309724387264146,0.0013,-0.13390000000000002,-0.0483,-0.1387
2020-04-30,0.15982834959844427,0.15982834959844427,0,0.1365,0.0245,-0.013300000000000001
2020-05-29,0.05951092283467929,0.05941092283467929,1e-4,0.0558,0.024700000000000003,-0.048799999999999996
2020-06-30,-0.010714427829611517,-0.010814427829611516,1e-4,0.0246,0.0269,-0.022000000000000002
2020-07-31,0.049058894549919296,0.048958894549919293,1e-4,0.057699999999999994,-0.0233,-0.0141
2020-08-31,0.10197168762589603,0.10187168762589603,1e-4,0.07629999999999999,-0.0022,-0.0297
2020-09-30,-0.10071102326549097,-0.10081102326549098,1e-4,-0.0363,2e-4,-0.0271
2020-10-30,0.10302797619646276,0.10292797619646275,1e-4,-0.021,0.0438,0.0425
2020-11-30,0.08619939526837461,0.08609939526837461,1e-4,0.1247,0.057999999999999996,0.0209
2020-12-31,-0.0050319863796362,-0.0051319863796362,1e-4,0.0463,0.0489,-0.0151
2021-01-29,0.04786858579654796,0.047768585796547955,1e-4,-3e-4,0.0736,0.0301
2021-02-26,0.10955798393373839,0.10955798393373839,0,0.0278,0.020499999999999997,0.07150000000000001
2021-03-31,0.01559754689870596,0.01559754689870596,0,0.0308,-0.023700000000000002,0.0739
2021-04-30,0.16508020771969245,0.16508020771969245,0,0.0493,-0.0319,-0.0095
2021-05-28,5.975304282990201e-4,5.975304282990201e-4,0,0.0029,-0.0025,0.0709
2021-06-30,0.03929405764001581,0.03929405764001581,0,0.0275,0.0168,-0.0787
2021-07-30,0.07904011332886274,0.07904011332886274,0,0.0127,-0.0397,-0.0178
2021-08-31,0.07573537786399775,0.07573537786399775,0,0.0291,-0.0042,-0.0015
2021-09-30,-0.08384665752512721,-0.08384665752512721,0,-0.0437,0.0070999999999999995,0.0508
2021-10-29,0.11259470502279934,0.11259470502279934,0,0.0665,-0.0235,-0.0049
2021-11-30,-0.039242447248084456,-0.039242447248084456,0,-0.0155,-0.0132,-0.0045000000000000005
2021-12-31,0.01563690269387319,0.01553690269387319,1e-4,0.031,-0.0167,0.0326
2022-01-31,-0.06207515060322588,-0.06207515060322588,0,-0.0625,-0.0594,0.1275
2022-02-28,-0.005950662594639278,-0.005950662594639278,0,-0.0229,0.0219,0.0308
2022-03-31,0.03527662919201591,0.035176629192015904,1e-4,0.0305,-0.0161,-0.0181
2022-04-29,-0.17674969075794655,-0.17684969075794654,1e-4,-0.0946,-0.0139,0.0617
2022-05-31,-0.008067550182597083,-0.008367550182597083,3e-4,-0.0034000000000000002,-0.0183,0.0839
2022-06-30,-0.04092023745455298,-0.04152023745455298,6e-4,-0.0843,0.021,-0.059699999999999996
2022-07-29,0.06644724343774255,0.06564724343774256,8e-4,0.09570000000000001,0.0281,-0.0405
2022-08-31,-0.06421465247097613,-0.06611465247097613,0.0019,-0.0377,0.013999999999999999,0.0029
2022-09-30,-0.11910215081810072,-0.12100215081810071,0.0019,-0.0935,-0.008100000000000001,5e-4
2022-10-31,-0.01549659874162046,-0.01779659874162046,0.0023,0.0783,6e-4,0.0801
2022-11-30,0.07173032656960365,0.06883032656960365,0.0029,0.046,-0.0352,0.0138
2022-12-30,-0.1253819061226783,-0.1286819061226783,0.0033,-0.0641,-0.0069,0.0137
2023-01-31,0.1255494153426322,0.1220494153426322,0.0034999999999999996,0.0665,0.0501,-0.0401
2023-02-28,-0.09582456906504744,-0.09922456906504744,0.0034000000000000002,-0.0258,0.011699999999999999,-0.008100000000000001
2023-03-31,0.15171646229070435,0.14811646229070435,0.0036,0.025099999999999997,-0.055099999999999996,-0.0885
2023-04-28,0.040576932692307555,0.03707693269230755,0.0034999999999999996,0.0060999999999999995,-0.0335,-4e-4
2023-05-31,0.1399926248383605,0.1363926248383605,0.0036,0.0034999999999999996,0.0161,-0.07719999999999999
2023-06-30,-0.01945369167252109,-0.02345369167252109,0.004,0.0646,0.0154,-0.0026
2023-07-31,0.1003554592018232,0.0958554592018232,0.0045000000000000005,0.0321,0.0207,0.041299999999999996
